star_id,name,ra_deg,dec_deg,ecliptic_longitude_deg,ecliptic_latitude_deg,epoch,magnitude,orb_default_deg,orb_mag_le_1_deg,provenance
furud,Furud,95.078295,-30.063367,97.377583,-53.372681,J2000,3.02,0.333,0.1667,HIP 30122; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alhena,Alhena,99.427920,16.399252,99.104584,-6.742564,J2000,1.93,0.333,0.1667,HIP 31681; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
mebsuta,Mebsuta,100.983030,25.131124,99.938795,2.069968,J2000,3.06,0.333,0.1667,HIP 32246; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alzirr,Alzirr,101.322360,12.895591,101.209211,-10.104216,J2000,3.35,0.333,0.1667,HIP 32362; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sirius,Sirius,101.287215,-16.716116,104.081738,-39.605243,J2000,-1.44,0.333,0.1000,HIP 32349; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
canopus,Canopus,95.987925,-52.695660,104.960449,-75.823885,J2000,-0.62,0.333,0.1200,HIP 30438; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
mekbuda,Mekbuda,106.027215,20.570297,104.990235,-2.038838,J2000,4.01,0.333,0.1667,HIP 34088; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
wasat,Wasat,110.030745,21.982320,108.519304,-0.178394,J2000,3.50,0.333,0.1667,HIP 35550; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
muliphein,Muliphein,105.939555,-15.633286,109.607871,-37.993809,J2000,4.11,0.333,0.1667,HIP 34045; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
castor,Castor,113.649510,31.888276,110.240239,10.095752,J2000,1.58,0.333,0.1667,HIP 36850; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
adhara,Adhara,104.656455,-28.972084,110.762878,-51.360211,J2000,1.50,0.333,0.1667,HIP 33579; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
nganurganity,Nganurganity,105.429780,-27.934830,111.556079,-50.225842,J2000,3.49,0.333,0.1667,HIP 33856; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
gomeisa,Gomeisa,111.787680,8.289315,112.191714,-13.487219,J2000,2.89,0.333,0.1667,HIP 36188; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
muscida,Muscida,127.566465,60.718169,112.996021,40.243454,J2000,3.35,0.333,0.1667,HIP 41704; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
pollux,Pollux,116.329155,28.026199,113.215813,6.684219,J2000,1.16,0.333,0.1667,HIP 37826; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
wezen,Wezen,107.097855,-26.393200,113.396030,-48.453202,J2000,1.83,0.333,0.1667,HIP 34444; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
procyon,Procyon,114.825495,5.224993,115.785533,-16.019615,J2000,0.40,0.333,0.1200,HIP 37279; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alsciaukat,Alsciaukat,125.708820,43.188131,117.559563,23.105406,J2000,4.25,0.333,0.1667,HIP 41075; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
aludra,Aludra,111.023760,-29.303104,119.536483,-50.608754,J2000,2.45,0.333,0.1667,HIP 35904; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
talitha,Talitha,134.802420,48.041826,122.800198,29.575387,J2000,3.12,0.333,0.1667,HIP 44127; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alkaphrah,Alkaphrah,135.906405,47.156525,123.936754,28.979504,J2000,3.57,0.333,0.1667,HIP 44471; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
tarf,Tarf,124.128840,9.185545,124.257323,-10.287594,J2000,3.53,0.333,0.1667,HIP 40526; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
azmidi,Azmidi,117.323565,-24.859786,126.041678,-44.939458,J2000,3.34,0.333,0.1667,HIP 38170; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
asellus_australis,Asellus Australis,131.171250,18.154309,128.721993,0.077164,J2000,3.94,0.333,0.1667,HIP 42911; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
giausar,Giausar,172.851105,69.331076,130.333792,57.241215,J2000,3.82,0.333,0.1667,HIP 56211; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
minchir,Minchir,129.689325,3.341435,131.209774,-14.601824,J2000,4.45,0.333,0.1667,HIP 42402; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
tureis,Tureis,121.886055,-24.304324,131.388920,-43.270108,J2000,2.83,0.333,0.1667,HIP 39757; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
ashlesha,Ashlesha,131.693805,6.418809,132.344778,-11.104101,J2000,3.38,0.333,0.1667,HIP 43109; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
kochab,Kochab,222.676575,74.155505,133.319466,72.987656,J2000,2.07,0.333,0.1667,HIP 72607; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
acubens,Acubens,134.621760,11.857701,133.641644,-5.080439,J2000,4.26,0.333,0.1667,HIP 44066; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
dubhe,Dubhe,165.932325,61.751033,135.197599,49.680401,J2000,1.81,0.333,0.1667,HIP 54061; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alterf,Alterf,142.930125,22.967971,137.873412,7.888733,J2000,4.32,0.333,0.1667,HIP 46750; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
naos,Naos,120.896055,-40.003148,138.550798,-58.347742,J2000,2.21,0.333,0.1667,HIP 39429; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
merak,Merak,165.460155,56.382427,139.434553,45.132942,J2000,2.34,0.333,0.1667,HIP 53910; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
tania_borealis,Tania Borealis,154.274280,42.914365,139.549955,29.885338,J2000,3.45,0.333,0.1667,HIP 50372; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
ras_elased_australis,Ras Elased Australis,146.462820,23.774255,140.704879,9.715388,J2000,2.97,0.333,0.1667,HIP 47908; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
tania_australis,Tania Australis,155.582325,41.499516,141.234980,28.998097,J2000,3.06,0.333,0.1667,HIP 50801; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
rasalas,Rasalas,148.190970,26.006951,141.430079,12.348882,J2000,3.88,0.333,0.1667,HIP 48455; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
pherkad,Pherkad,230.182245,71.834016,141.598155,75.241155,J2000,3.00,0.333,0.1667,HIP 75097; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
subra,Subra,145.287645,9.892308,144.247064,-3.757205,J2000,3.52,0.333,0.1667,HIP 47508; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alphard,Alphard,141.896850,-8.658603,147.279218,-22.382393,J2000,1.99,0.333,0.1667,HIP 46390; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
adhafera,Adhafera,154.172565,23.417311,147.565475,11.865072,J2000,3.43,0.333,0.1667,HIP 50335; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
ukdah,Ukdah,144.964005,-1.142810,147.641814,-14.277209,J2000,3.90,0.333,0.1667,HIP 47431; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
algieba,Algieba,154.993095,19.841489,149.614997,8.814847,J2000,2.01,0.333,0.1667,HIP 50583; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
regulus,Regulus,152.092980,11.967207,149.829151,0.464843,J2000,1.36,0.333,0.1667,HIP 49669; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
phecda,Phecda,178.457520,53.694760,150.476850,47.141465,J2000,2.41,0.333,0.1667,HIP 58001; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
praecipua,Praecipua,163.327890,34.214871,150.876927,24.931131,J2000,3.79,0.333,0.1667,HIP 53229; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
megrez,Megrez,183.856290,57.032617,151.064674,51.656633,J2000,3.32,0.333,0.1667,HIP 59774; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
taiyangshou,Taiyangshou,176.512725,47.779406,153.660235,41.543945,J2000,3.69,0.333,0.1667,HIP 57399; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
zhang,Zhang,147.869550,-14.846603,155.691259,-26.077266,J2000,4.11,0.333,0.1667,HIP 48356; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alula_borealis,Alula Borealis,169.619745,33.094306,156.653639,26.162460,J2000,3.49,0.333,0.1667,HIP 55219; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
thuban,Thuban,211.097475,64.375850,157.456299,66.362166,J2000,3.67,0.333,0.1667,HIP 68756; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alioth,Alioth,193.507080,55.959821,158.933325,54.318715,J2000,1.76,0.333,0.1667,HIP 62956; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
suhail,Suhail,136.999020,-43.432589,161.187670,-55.870821,J2000,2.23,0.333,0.1667,HIP 44816; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
zosma,Zosma,168.527070,20.523717,161.316570,14.333576,J2000,2.56,0.333,0.1667,HIP 54872; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
chertan,Chertan,168.560025,15.429570,163.423026,9.674309,J2000,3.33,0.333,0.1667,HIP 54879; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
mizar,Mizar,200.981205,54.925362,165.699958,56.378843,J2000,2.23,0.333,0.1667,HIP 65378; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alcor,Alcor,201.306195,54.987958,165.874150,56.550540,J2000,3.99,0.333,0.1667,HIP 65477; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
chara,Chara,188.436165,41.357480,167.706309,40.544138,J2000,4.24,0.333,0.1667,HIP 61317; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alsephina,Alsephina,131.175885,-54.708821,168.947806,-67.197806,J2000,1.93,0.333,0.1667,HIP 42913; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
denebola,Denebola,177.264945,14.572060,171.617562,12.266890,J2000,2.14,0.333,0.1667,HIP 57632; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
avior,Avior,125.628540,-59.509483,173.129243,-72.679877,J2000,1.86,0.333,0.1667,HIP 41037; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alkes,Alkes,164.943660,-18.298783,173.689493,-22.716322,J2000,4.08,0.333,0.1667,HIP 53740; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
cor_caroli,Cor Caroli,194.007105,38.318380,174.566863,40.121103,J2000,2.89,0.333,0.1667,HIP 63125; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alkaid,Alkaid,206.885310,49.313265,176.933308,54.388040,J2000,1.85,0.333,0.1667,HIP 67301; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
zavijava,Zavijava,177.673830,1.764718,177.164160,0.694254,J2000,3.59,0.333,0.1667,HIP 57757; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
markeb,Markeb,140.528430,-55.010668,178.892049,-63.721696,J2000,2.47,0.333,0.1667,HIP 45941; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
aldhibah,Aldhibah,257.196720,65.714683,183.380326,84.761575,J2000,3.17,0.333,0.1667,HIP 83895; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
zaniah,Zaniah,184.976490,-0.666803,184.832122,1.365275,J2000,3.89,0.333,0.1667,HIP 60129; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
edasich,Edasich,231.232410,58.966065,184.949729,71.093551,J2000,3.29,0.333,0.1667,HIP 75458; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
aspidiske,Aspidiske,139.272570,-59.275229,185.326328,-67.116328,J2000,2.21,0.333,0.1667,HIP 45556; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
xuange,Xuange,214.096110,46.088305,186.963473,54.648242,J2000,4.18,0.333,0.1667,HIP 69732; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
diadem,Diadem,197.497035,17.529431,188.950013,22.978283,J2000,4.32,0.333,0.1667,HIP 64241; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
vindemiatrix,Vindemiatrix,195.544170,10.959150,189.940262,16.204973,J2000,2.85,0.333,0.1667,HIP 63608; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
porrima,Porrima,190.415175,-1.449375,190.141456,2.790291,J2000,2.74,0.333,0.1667,HIP 61941; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
gienah,Gienah,183.951555,-17.541929,190.725641,-14.500898,J2000,2.58,0.333,0.1667,HIP 59803; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
minelauva,Minelauva,193.900875,3.397470,191.460891,8.613439,J2000,3.39,0.333,0.1667,HIP 63090; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alchiba,Alchiba,182.103375,-24.728875,192.244466,-21.749228,J2000,4.02,0.333,0.1667,HIP 59199; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
algorab,Algorab,187.466085,-16.515432,193.451753,-12.196287,J2000,2.94,0.333,0.1667,HIP 60965; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
athebyne,Athebyne,245.997900,61.514213,194.487063,78.441030,J2000,2.73,0.333,0.1667,HIP 80331; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
kraz,Kraz,188.596815,-23.396759,197.367931,-18.044618,J2000,2.65,0.333,0.1667,HIP 61359; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
seginus,Seginus,218.019540,38.308253,197.663497,49.551597,J2000,3.04,0.333,0.1667,HIP 71075; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
muphrid,Muphrid,208.671165,18.397717,199.336599,28.077117,J2000,2.68,0.333,0.1667,HIP 67927; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
heze,Heze,203.673300,-0.595820,202.134199,8.636576,J2000,3.38,0.333,0.1667,HIP 66249; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
spica,Spica,201.298245,-11.161322,203.841357,-2.054492,J2000,0.98,0.333,0.1667,HIP 65474; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
arcturus,Arcturus,213.915450,19.182410,204.233767,30.736288,J2000,-0.05,0.333,0.1200,HIP 69673; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
nekkar,Nekkar,225.486540,40.390566,204.250636,54.151009,J2000,3.49,0.333,0.1667,HIP 73555; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
izar,Izar,221.246760,27.074222,208.106338,40.624888,J2000,2.35,0.333,0.1667,HIP 72105; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
miaplacidus,Miaplacidus,138.300615,-69.717208,211.969050,-72.235764,J2000,1.67,0.333,0.1667,HIP 45238; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alkalurops,Alkalurops,231.122715,37.377167,213.177906,53.421807,J2000,4.31,0.333,0.1667,HIP 75411; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
